求人番号,職種,仕事の内容,賃金,就業時間,休日,年齢,就業場所,URL
13090-37840901,自動運転技術開発インフラ支援（新日本橋）,お客様開発者が利用するオンプレサーバ（処理サーバ、ストレージ）の利用環境維持、および利用促進が主業務となります。,"300,000円〜400,000円","										（1）09時00分〜18時00分
",土日祝他,不問,東京都中央区,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1309037840901&kJKbn=1&jGSHNo=TjhxT%2FdiSnmNMF%2FegoUYxA%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13150-19016601,システムエンジニア（汎用系）：中央区,◆各種汎用系アプリケーションシステムの開発,"250,000円〜450,000円","										（1）09時00分〜18時00分
",土日祝他,制限あり,東京都中央区,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1315019016601&kJKbn=1&jGSHNo=BC8bIRxs4HMRReaBiug0AQ%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13150-19017901,システムエンジニア（ＷＥＢ）：中央区,◆金融、保険、証券、物流、製造などの分野の各種ＷＥＢシステム開発,"250,000円〜450,000円","										（1）09時00分〜18時00分
",土日祝他,制限あり,東京都中央区,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1315019017901&kJKbn=1&jGSHNo=BC8bIRxs4HMRReaBiug0AQ%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
01230-18312401,プログラマー又はシステムエンジニア（札幌市・東京都）,【システム開発】国内大手メーカー、地元ユーザーからの受託開発を行います。設計、プログラミング、動作試験、納品、顧客との打合せ等開発工,"180,500円〜362,850円","										（1）08時45分〜17時45分
",土日祝他,制限あり,北海道札幌市厚別区東京都港区,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=0123018312401&kJKbn=1&jGSHNo=KlS5x5c4H2XKMftqkZ4uaQ%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
02020-14307101,ソフトウエア設計・開発,◇Ｃ言語、Ｃ＋＋言語、Ｊａｖａ言語を使用した、ソフトウェア設計・開発業務です。＊下記開発経験者は優遇いたします。,"180,000円〜300,000円",フレックスタイム制,土日祝他,制限あり,青森県八戸市東京都新宿区東京都三鷹市,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=0202014307101&kJKbn=1&jGSHNo=YU%2FHb1x8hn%2FRxQafQNTLeQ%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
12080-18686201,システムエンジニア（Ｗｅｂ・オープン系）／正社員,Ｗｅｂシステムほかシステム設計、開発などＪａｖａ、ＶＢ．ＮＥＴ、Ｃ♯．ＮＥＴ、ＡＳＰ．ＮＥＴ、Ｃ、Ｃ,"220,000円〜500,000円","										（1）09時00分〜18時00分
",土日祝他,制限あり,東京都新宿区東京都千代田区東京都台東区,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1208018686201&kJKbn=1&jGSHNo=i7n4%2Bm0aoNsHx8lzDspC2A%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-99098201,Ｌｉｎｕｘ（リナックス）サーバーエンジニア,将来Ｌｉｎｕｘエンジニアとして、企業にＬｉｎｕｘシステムの提案・導入をしたい方を募集中です。ＩＴ未経験者の方をしっかりと５年かけてＬｉｎｕｘエンジニアに育てていきます。,"200,000円〜300,000円","										（1）09時00分〜18時00分
",土日祝他,制限あり,東京都中央区,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301099098201&kJKbn=1&jGSHNo=dUfQ88k%2BdvCgTJSRXe8p0w%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-99144501,検証技術者,・ｉＯＳ／ＡｎｄｒｏｉｄやＵｎｉｔｙのソフトウェアテストにおけるテスト計画、テスト設計、テスト実装、テスト管理、テスト実施,"260,000円〜350,000円","										（1）10時00分〜19時00分
",土日祝他,不問,東京都千代田区,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301099144501&kJKbn=1&jGSHNo=JqA0F6MH0vGfFTi27iVRAA%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-99289801,システムエンジニア・プログラマー,１、開発者には、まずプログラマーとしてＯＰＥＮ系の開発に携わってもらいます。システムエンジニア経験者には経験された業務にてユーザー折衝,"190,000円〜700,000円","										（1）09時30分〜18時30分
",土日祝他,不問,東京都中央区,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301099289801&kJKbn=1&jGSHNo=kZ50LYVRkxGr1xq3bmbRKQ%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-99305601,インフラ構築エンジニア,ＩＴインフラ全般における業務にて、設計・構築・テスト・保守等を担当していただきます。,"250,000円〜430,000円",フレックスタイム制,土日祝他,制限あり,東京都千代田区,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301099305601&kJKbn=1&jGSHNo=DyTMFyYSdMuZbe2dzefvRQ%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-99342701,ＩＴスペシャリスト,ユーザー目線でインフラを構築して頂きます。各種インフラ（サーバー、ネットワーク、ストレージ、データベー,"250,000円〜500,000円","										（1）09時00分〜18時00分
",土日祝他,制限あり,東京都千代田区,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301099342701&kJKbn=1&jGSHNo=SZ9tun%2Fxh5ir9fVBe9YqYA%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-99358101,社内システムツールテスト,社内システムの各種ツールのテストを担当いただきます。ツールは多岐に渡りますが、ツールの概要を把握していただき、,"200,000円〜400,000円","										（1）09時00分〜18時00分
",土日祝他,制限あり,東京都中央区,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301099358101&kJKbn=1&jGSHNo=xS78072%2FUGUchkl70Y703w%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-99361501,社内ネットワーク設計・構築,社内ネットワークを新たに増設するため、設計・構築を行います。経験に合わせて業務を割り振るため、経験豊富な方～浅い方までご応募ください。,"250,000円〜550,000円","										（1）09時00分〜18時00分
",土日祝他,制限あり,東京都中央区,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301099361501&kJKbn=1&jGSHNo=xS78072%2FUGUchkl70Y703w%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-99510701,ＩＴエンジニア,自社開発製品である映像配信システム「Ｂｉｚｌａｔ（ビズラット）」を筆頭とする自社製品の要件定義からサポートまでをトータルにお任せします。,"250,000円〜500,000円","										（1）09時30分〜18時30分
",土日祝他,制限あり,東京都千代田区,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301099510701&kJKbn=1&jGSHNo=h0ZZBlxfbEFhE7Tjo2EBaQ%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-99593401,ＳＥ・プログラマー,プログラムの設計、開発、試験、ドキュメントの作成,"195,000円〜500,000円","										（1）09時00分〜18時00分
",土日祝他,制限あり,東京都中央区,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301099593401&kJKbn=1&jGSHNo=1tMXSh9palX4HQz0%2BPh9Vw%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-99656401,ＣＯＢＯＬプログラマー、ＳＥ／正社員／共済、ＩＢＭ汎用機,ＩＢＭ汎用機を使用した、ＣＯＢＯＬやＰＬ／Ｉによる業務アプリケーションの設計及び開発をして頂きます。開発案件は、共済の建物更新共済システム、年金系システム等です。,"249,000円〜450,000円","										（1）09時00分〜18時00分
",土日祝他,制限あり,東京都千代田区,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301099656401&kJKbn=1&jGSHNo=kSqJ1vviRy%2F6uZ32vjdtMQ%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-99696601,公共、通信、一般産業系システムのＳＥ,＊公共、通信キャリア、一般産業分野における業務システムの開発＊自治体向けの公会計、社会保険通信キャリアの交換機、課,"203,500円〜300,800円","										（1）09時00分〜17時45分
",土日祝他,制限あり,東京都中央区,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301099696601&kJKbn=1&jGSHNo=Pi6fCrEqU9KY9nbl13CU3g%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13010-99697901,サーバ・ネットワーク系プロジェクトリーダー,金融系・一般産業系のネットワークシステムに関わる運用チームのリーダー＊サーバー及びクライアント構成のシステム運用,"232,000円〜408,800円","										（1）09時00分〜17時45分
",土日祝他,制限あり,東京都中央区,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1301099697901&kJKbn=1&jGSHNo=Pi6fCrEqU9KY9nbl13CU3g%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13040-03383902,〔未経験可〕初級サーバーエンジニア,サーバーの構築・運用を担当していただきます。スキルに合わせて業務をお任せしますが、経験の浅い方には先輩がしっかりサポートします。,"220,000円〜300,000円","										（1）09時00分〜18時00分
",土日祝他,制限あり,東京都港区,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1304003383902&kJKbn=1&jGSHNo=2JGDfv7HaAwUlon1%2B4nyLw%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13040-03779602,システムエンジニア,日本のお客様とベトナム開発チームとのコミュニケーションをして頂きます。主な業務内容としては、,"210,000円〜310,000円","										（1）10時00分〜19時00分
",土日祝他,不問,東京都港区,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1304003779602&kJKbn=1&jGSHNo=jt2D242%2BR5Jljb%2BHVTk%2BdA%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13040-03861402,◎【Ｒｅａｃｔ】開発環境構築,Ｒｅａｃｔを使用してアプリの開発環境の構築作業をしていただきます。要件定義からできる方歓迎いたします。,"200,000円〜500,000円","										（1）09時00分〜18時00分
",土日祝他,制限あり,東京都港区,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1304003861402&kJKbn=1&jGSHNo=uCuYr47j3XPBRFrNUeVtWQ%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13080-69397801,◆説明会開催◆金融系システム開発（正社員）,◆金融系システム開発を担当して頂きます◆【保守開発】・現行システムの問い合わせ調査,"280,000円〜400,000円","										（1）09時00分〜18時00分
",土日祝他,制限あり,東京都新宿区,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1308069397801&kJKbn=1&jGSHNo=ukunCJH3WqjT5HQ7Qw6e4g%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13080-69399501,◆説明会開催◆組込系システム開発（正社員）,◆組込・制御系システム保守を担当して頂きます◆カーナビや工作機、プラント制御など、Ｃ言語やＣ＋＋を使用した開発です。,"280,000円〜400,000円","										（1）09時00分〜18時00分
",土日祝他,制限あり,東京都新宿区,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1308069399501&kJKbn=1&jGSHNo=ukunCJH3WqjT5HQ7Qw6e4g%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13080-69433701,◆説明会開催◆Ｃ言語系開発エンジニア（正社員）,●通信（５Ｇ）基地局開発今話題の５Ｇ関連の開発です。主な業務はｌｉｎｕｘ－Ｃを使用してのシステム開発と,"250,000円〜350,000円","										（1）09時00分〜18時00分
",土日祝他,制限あり,東京都新宿区,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1308069433701&kJKbn=1&jGSHNo=ukunCJH3WqjT5HQ7Qw6e4g%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13080-69478201,◆説明会開催◆Ｊａｖａ開発エンジニア（在宅）・正,●業務Ｗｅｂアプリ開発（Ｊａｖａ）情報通信系会社のシステム保守開発がメインとなります。・フレームワークを使用したフロントエンド開発,"250,000円〜350,000円","										（1）09時00分〜18時00分
",土日祝他,制限あり,東京都新宿区,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1308069478201&kJKbn=1&jGSHNo=ukunCJH3WqjT5HQ7Qw6e4g%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13080-69694501,ネットワーク設計・構築（経験者）,ネットワーク設計、構築業務に携わっていただきます。顧客先にて、ネットワーク環境を設計し、ＵＮＩＸやＬｉｎｕｘ系,"300,000円〜500,000円","										（1）09時00分〜18時00分
",土日祝他,制限あり,東京都新宿区,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1308069694501&kJKbn=1&jGSHNo=%2F6cmvHfpZrcsOaqhAJCipw%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13080-69915701,プログラマー◆育児との両立可◆時短勤務歓迎／新宿／在宅可,◆時短勤務ＯＫ＆在宅勤務の相談も可◆ママも活躍中！現在５名が時短勤務◆約５０名の女性エンジニアが活躍中,"200,000円〜450,000円","										（1）09時00分〜18時00分
",土日祝,制限あり,東京都新宿区,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1308069915701&kJKbn=1&jGSHNo=YBpII1XgHfwc76R48Z%2FbPg%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13080-69920901,プロジェクトリーダー（候補も含む）,ソフトウエアの企画～導入まですべての開発工程に関わっていただきます。業務に慣れたらチームリーダーとしてプロジェクトをお任せいたします。１プロジェクト３～１５名。,"250,000円〜450,000円","										（1）09時00分〜18時00分
",土日祝,制限あり,東京都新宿区,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1308069920901&kJKbn=1&jGSHNo=YBpII1XgHfwc76R48Z%2FbPg%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13080-69922401,【社内受託開発】システムエンジニア／新宿,社内での受託開発プロジェクトにてご活躍いただきます。大手企業のクライアントから業務を社内受託として、各種プロジェクトに携わっていただきます。,"200,000円〜450,000円","										（1）09時00分〜18時00分
",土日祝,制限あり,東京都新宿区,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1308069922401&kJKbn=1&jGSHNo=YBpII1XgHfwc76R48Z%2FbPg%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
13080-69931701,サーバ設計・構築／新宿,サーバの設計・構築の全般をお任せいたします。【具体的には】◎要件定義・外部設計・内部設計・リリース計画、及び各工程での,"200,000円〜450,000円","										（1）09時00分〜18時00分
",土日祝,制限あり,東京都新宿区,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1308069931701&kJKbn=1&jGSHNo=YBpII1XgHfwc76R48Z%2FbPg%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
14090-12246401,ＩＴ技術（ＰＭ，ＳＥ，ＰＧ）東京都港区,１．ＰＭプロジェクトマネージャー２．ＳＥシステムエンジニア３．ＰＧプログラマー,"200,000円〜425,000円","										（1）09時00分〜18時00分
",土日祝他,制限あり,東京都港区,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1409012246401&kJKbn=1&jGSHNo=0%2FE3xniIfIK%2FzrI7hMJr5w%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
27020-61780401,システムエンジニア（東京都港区）,・各種業務系システムの開発を行って頂きます。・使用言語はＪａｖａ、ＶＢ．ｎｅｔが多いですが、それ以外のご経験でも応募可能です。,"235,000円〜450,000円","										（1）09時00分〜18時00分
",土日祝他,制限あり,東京都港区,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=2702061780401&kJKbn=1&jGSHNo=gt3EtSgL4IwXUXCGhaN%2FYA%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
